Station Code,State,Temperature min,Temperature max,pH min,pH max,Conductivity min,Conductivity max,BOD min,BOD max,Nitrate + Nitrite min,Nitrate + Nitrite max,Fecal Coliform min,Fecal Coliform max,Total Coliform min,Total Coliform max,Year
2535,WEST BENGAL,30,31,7.9,8.2,370,437,1,1,0.3,0.31,2,2,2,2,2021
26,ANDHRA PRADESH,24,25,7.7,7.8,1742,1894,,,0.54,0.63,3,3,24,28,2020
1513,ANDHRA PRADESH,24,24,7.7,7.8,1920,1926,,1.2,0.57,0.82,3,3,75,75,2020
1514,ANDHRA PRADESH,24,25,7.6,7.8,1859,1924,1.2,1.4,0.53,0.9,3,3,39,64,2020
1516,ANDHRA PRADESH,27,27,8.2,8.2,984,984,,,1.74,1.74,3,3,23,23,2020
1517,ANDHRA PRADESH,22,28,6.8,7.5,4640,5860,,2.2,6.61,7.2,,,,,2020
1518,ANDHRA PRADESH,20,27,6.1,7.2,4820,6546,,2.8,1.83,10.6,,,,,2020
1519,ANDHRA PRADESH,26,30,6.2,6.9,1620,1756,1.2,1.8,2.9,4.32,,,,,2020
1520,ANDHRA PRADESH,28,29,6.8,6.9,837,1310,,2.5,1.54,5.17,,,,,2020
1521,ANDHRA PRADESH,26,26,7.8,7.8,1880,3010,2,2.9,2.3,6.67,4,4,69,93,2020
1522,ANDHRA PRADESH,26,28,7.3,8.4,1950,2060,1.1,2.3,2.28,3.46,3,4,39,64,2020
1523,ANDHRA PRADESH,22,29,7.5,7.9,234,612,1.8,1.9,,4.9,3,7,28,75,2020
1524,ANDHRA PRADESH,27,30,7.1,7.8,1740,1820,1.6,2.5,0.97,12.26,3,4,64,93,2020
3087,ANDHRA PRADESH,26,26,7.3,7.5,2279,2992,,1.2,4.26,7.35,3,3,23,64,2020
3089,ANDHRA PRADESH,26,27,7.4,8,1480,2220,1.2,1.4,5.94,23.72,3,7,75,93,2020
3090,ANDHRA PRADESH,26,27,7.1,7.6,2350,3280,,1.5,4.44,7.47,4,9,64,120,2020
3091,ANDHRA PRADESH,25,28,7.9,7.9,4520,5670,1.9,2.4,7.1,90.73,3,7,75,93,2020
3092,ANDHRA PRADESH,26,27,7.4,8.5,960,1840,1.5,2,2.42,6.67,4,7,69,75,2020
3093,ANDHRA PRADESH,28,28,7.1,7.9,950,1280,1.2,2,7.14,7.81,4,7,69,75,2020
1533,ASSAM,24,26,6.8,7.5,193,262,1.2,1.8,0.7,0.8,,,,,2020
1534,ASSAM,25,25,7.3,7.3,120,120,1.6,1.6,0.8,0.8,,,,,2020
1535,ASSAM,24,25,7,7.3,256,288,1.2,1.8,0.7,1.4,,,,,2020
1536,ASSAM,26,26,6.8,7,290,308,1.2,1.7,0.6,0.8,,,,,2020
1537,ASSAM,26,26,7.4,7.8,223,365,1.1,1.3,0.7,1.8,,,,,2020
1538,ASSAM,22,24,6.8,6.8,104,202,1.3,1.7,0.5,0.6,,,,,2020
1539,ASSAM,28,28,7,7.3,276,392,1.7,2.1,0.5,0.7,,,,,2020
1540,ASSAM,29,31,7.3,7.5,201,366,1.3,1.5,0.5,0.5,,,,,2020
1541,ASSAM,26,27,7,7.3,194,390,1.1,1.6,0.7,0.7,,,,,2020
1542,ASSAM,26,30,7,7.2,176,391,1.4,2,0.7,0.7,,,,,2020
2243,ASSAM,25,25,7,7.2,295,310,1.4,2,0.6,0.8,,,,,2020
2244,ASSAM,27,27,7,7,281,297,1.2,1.8,0.6,0.9,,,,,2020
2245,ASSAM,25,28,7,7,151,358,1.1,1.8,0.6,0.8,,,,,2020
2246,ASSAM,23,25,7,7.3,153,380,,1.7,0.4,0.6,,,,,2020
2247,ASSAM,23,25,7.1,7.1,41,408,1.1,1.9,,0.5,,,,,2020
2248,ASSAM,28,28,7.2,7.5,155,242,1.2,1.7,0.5,0.6,,,,,2020
2249,ASSAM,26,30,7,7.1,151,368,1.2,1.8,0.5,0.6,,,,,2020
2250,ASSAM,28,29,7,7.1,208,312,1.2,1.9,0.7,0.8,,,,,2020
2252,ASSAM,25,30,7,7.4,284,401,1.2,2.1,0.8,0.8,,,,,2020
2253,ASSAM,28,31,7.2,7.6,193,230,1.2,1.4,0.6,0.6,,,,,2020
2254,ASSAM,27,28,7.3,7.3,276,376,1.7,2.2,0.7,0.7,,,,,2020
2255,ASSAM,28,30,7.2,7.3,194,329,1.2,1.7,0.6,0.6,,,,,2020
2256,ASSAM,28,28,7,7.7,201,346,1.1,1.8,0.6,0.7,,,,,2020
2257,ASSAM,34,34,6.8,6.8,209,209,1.9,1.9,0.7,0.7,,,,,2020
2258,ASSAM,20,30,7,7.2,217,341,1.2,1.8,0.6,0.7,,,,,2020
2262,ASSAM,24,24,6.9,7.2,116,148,1.2,1.8,0.7,0.8,,,,,2020
2263,ASSAM,24,24,6.8,6.8,186,196,1.4,1.7,0.6,0.6,,,,,2020
2264,ASSAM,23,24,6.8,7,151,346,1.3,2.2,0.6,0.7,,,,,2020
1826,BIHAR,23,23,7.6,7.6,538,538,,,,,49,49,49,49,2020
1827,BIHAR,25,25,7.7,7.7,600,600,,,,,33,33,46,46,2020
1829,BIHAR,23,23,7.7,7.7,602,602,,,,,14,14,22,22,2020
1830,BIHAR,26,26,7.3,7.3,1110,1110,,,0.7,0.7,,,17,17,2020
1831,BIHAR,26,26,7.1,7.1,1340,1340,,,,,49,49,49,49,2020
1840,BIHAR,27,27,7.8,7.8,501,501,,,,,79,79,170,170,2020
2595,BIHAR,28,28,7.5,7.5,981,981,,,,,,1600,1600,1600,2020
2600,BIHAR,26,26,7,7,841,841,,,,,4,4,6,6,2020
3140,BIHAR,29,29,7.7,7.7,497,497,,,,,27,27,110,110,2020
3150,BIHAR,26,26,7.2,7.2,583,583,,,1.44,1.44,23,23,23,23,2020
3152,BIHAR,29,29,8,8,317,317,,,,,21,21,39,39,2020
3159,BIHAR,26,26,7,7,1780,1780,,,3.03,3.03,7,7,23,23,2020
2043,CHANDIGARH,24.5,27,6.8,6.9,737,1075,1.7,2,6.2,6.2,,,21,21,2020
2044,CHANDIGARH,24,25,6.6,7,640,762,,,2,2,,,39,39,2020
2045,CHANDIGARH,24,26,6.6,6.7,978,1079,1.5,1.9,9.2,9.2,10,10,91,91,2020
3171,CHHATTISGARH,28,28,7.1,7.1,,,,,,,,,,,2020
3172,CHHATTISGARH,26,26,6.1,6.1,,,,,,,,,,,2020
3173,CHHATTISGARH,26.1,26.1,7.1,7.1,,,,,,,,,,,2020
3174,CHHATTISGARH,26.1,26.1,7.1,7.1,,,,,,,,,,,2020
2277,GOA,29,29,6.2,7.4,382,394,,,0.32,3.665,,,,,2020
2278,GOA,27,27,6.6,6.6,256,256,,,0.32,0.32,,,,,2020
2280,GOA,28,30,5.4,7.5,107,114,,,,0.32,,,,,2020
2281,GOA,28,28,4.7,4.7,46,46,,,0.32,0.32,,,8,8,2020
2282,GOA,29,29,6.4,7.2,131,250,,,0.32,0.705,,,,,2020
3194,GOA,27,29,6.2,6.3,110,140,,,0.485,1.74,,,,,2020
1951,GUJARAT,27,27,7.6,7.6,1389,1389,2,2,1.67,1.67,,,,,2020
1953,GUJARAT,26,29,7.4,7.4,1056,1120,,,,0.32,,,,,2020
1955,GUJARAT,28,28,7.2,7.2,1730,1730,,,1.93,1.93,2,2,2,2,2020
1956,GUJARAT,30,30,7.5,7.5,3273,3273,,,0.944,0.944,2,2,2,2,2020
1957,GUJARAT,29,29,7.8,7.8,1748,1748,,,1.98,1.98,2,2,2,2,2020
1958,GUJARAT,27,27,7.9,7.9,611,611,,,0.311,0.311,2,2,2,2,2020
1959,GUJARAT,28,28,7.5,7.5,1753,1753,,,0.42,0.42,,,,,2020
1960,GUJARAT,29,30,7.7,7.8,759,1000,,,0.44,0.69,,2,,2,2020
1961,GUJARAT,29,30,7.3,7.3,944,1040,,,1.18,1.4,,2,,2,2020
1965,GUJARAT,29,29,7.1,7.3,1335,6973,,,,,,6,13,39,2020
1967,GUJARAT,24,27,7.5,7.9,1087,1998,,1.8,,0.461,,2,,2,2020
1968,GUJARAT,23,25,7.3,7.9,369,747,,2.1,0.37,0.49,,2,,2,2020
1969,GUJARAT,27,27,6.8,6.8,533,533,2.3,2.3,,,,,,,2020
1970,GUJARAT,22,25,7,7.4,551,598,,2.2,,0.95,,2,,2,2020
2084,GUJARAT,29,31,7.84,8.3,1441,3217,,,0.36,0.5,,7,,17,2020
2088,GUJARAT,29,29,7.2,7.9,8883,10630,,,,,4,6,17,41,2020
2089,GUJARAT,26,32,7.4,7.9,3205,3595,,,,,9,11,39,53,2020
2090,GUJARAT,29,30,7.5,7.8,14610,15720,,1.5,,,2,9,10,39,2020
2091,GUJARAT,32,33,7.4,7.9,2495,2495,,,,0.35,2,6,10,41,2020
2093,GUJARAT,28,29,7.3,8.1,1657,2300,,,,,4,11,12,53,2020
2096,GUJARAT,26,30,7.2,7.5,5210,6540,,,0.33,1.045,2,2,2,2,2020
2097,GUJARAT,27,30,7.4,7.4,4803,6455,,,0.63,0.714,2,2,2,2,2020
2098,GUJARAT,28,30,7,7.5,2600,3203,,,1.65,2.248,2,2,2,2,2020
3208,GUJARAT,25,25,6.6,6.6,565,565,2.4,2.4,,,2,2,2,2,2020
3210,GUJARAT,26,32,7.5,7.9,3595,4019,,,,,6,10,41,48,2020
3211,GUJARAT,24,29,7.2,7.8,2032,2280,,,,,6,7,41,43,2020
3212,GUJARAT,28,32,7.4,8,2143,2401,,,,0.4,2,2,2,2,2020
3213,GUJARAT,33,33,7.5,8.2,1366,2607,,,,1.1,2,2,2,2,2020
3214,GUJARAT,28,32,7.4,8.1,1826,1954,,,,1.1,2,2,2,2,2020
3216,GUJARAT,32,32,7.4,8.1,2679,3108,,,,0.7,2,2,2,2,2020
3217,GUJARAT,28,33,8.1,8.2,2149,2229,,,,2.2,2,2,2,2,2020
3218,GUJARAT,27,27,7.2,7.2,1006,1006,,,0.37,0.37,2,2,2,2,2020
3219,GUJARAT,27,27,7.7,7.7,801,801,,,,,2,2,2,2,2020
3220,GUJARAT,28,28,7.7,7.7,2760,2760,,,,,,,,,2020
3221,GUJARAT,29,33,7.3,7.5,800,813,,,,0.32,,,,,2020
3222,GUJARAT,29,30,7.2,7.9,410,4102,,,,0.49,,,,,2020
3223,GUJARAT,30,30,7.9,7.9,1980,1980,,,1.104,1.104,2,2,2,2,2020
3224,GUJARAT,29,29,7.4,7.4,1232,1232,,,1.9,1.9,2,2,2,2,2020
3226,GUJARAT,29,29,7.8,7.8,2190,2190,,,2.35,2.35,2,2,2,2,2020
3227,GUJARAT,30,30,6.9,6.9,1969,1969,,,,,2,2,2,2,2020
3236,GUJARAT,28,30,7.6,7.9,1917,2183,,,0.95,1.01,2,2,2,2,2020
3237,GUJARAT,26,29,7.3,7.4,4375,6040,,,0.32,0.967,2,2,2,2,2020
3238,GUJARAT,30,30,7.5,7.5,4970,4970,,,0.52,0.52,2,2,2,2,2020
3239,GUJARAT,31,31,7.5,7.5,3100,3100,,,0.44,0.44,2,2,2,2,2020
3244,GUJARAT,28,30,7.1,7.4,3570,5930,,,0.324,0.37,,,,,2020
3246,GUJARAT,25,27,7.4,7.5,3859,4580,,,0.32,0.333,,,,,2020
3247,GUJARAT,25,26,7.2,7.4,2589,4820,,,0.302,0.32,,,,,2020
1555,HIMACHAL PRADESH,,,7.1,7.2,561,878,,,0.55,0.55,,,,,2020
1556,HIMACHAL PRADESH,26,26,7.3,7.3,838,857,,,0.82,0.82,,,,,2020
1561,HIMACHAL PRADESH,16,27,7.8,7.9,545,673,,,,,,,10,10,2020
1562,HIMACHAL PRADESH,,,8,8.3,417,526,,,,,,,21,21,2020
1873,HIMACHAL PRADESH,15,15,7.4,7.4,339,339,,,,,,,130,130,2020
1874,HIMACHAL PRADESH,18,18,7,8.5,207,738,,,,,,,,2,2020
1877,HIMACHAL PRADESH,25,25,7.4,7.6,560,743,,,,,,,,,2020
1878,HIMACHAL PRADESH,25,25,7,7.3,569,702,,,,,,,,,2020
1880,HIMACHAL PRADESH,,,6.9,8.1,693,900,,,,,,,,,2020
1881,HIMACHAL PRADESH,20,20,6.6,7.1,663,909,,,0.81,0.81,,,,,2020
1882,HIMACHAL PRADESH,,,7.5,7.9,438,688,,,,0.31,,,17,17,2020
2630,HIMACHAL PRADESH,15.5,15.5,6.6,8.2,102,650,,,,,,,11,11,2020
2631,HIMACHAL PRADESH,15.7,27,7.7,7.7,622,824,,,,,,,20,26,2020
2632,HIMACHAL PRADESH,19,20,7.8,8.6,426,804,,,2.35,2.35,,,,,2020
2637,HIMACHAL PRADESH,23,24,6.9,7.2,132,1213,,,,,,,14,14,2020
2638,HIMACHAL PRADESH,,,7.6,7.6,561,561,,,,,,,14,14,2020
2639,HIMACHAL PRADESH,22,22,7.7,7.7,89,132,,,,,,,11,11,2020
2640,HIMACHAL PRADESH,21,21,7.3,7.9,346,386,,,,,,,13,13,2020
2645,HIMACHAL PRADESH,,,7.1,7.2,714,753,,,0.64,0.64,,,,,2020
2646,HIMACHAL PRADESH,,,7.2,7.4,435,646,,,,0.71,,,,,2020
2647,HIMACHAL PRADESH,14,14,7.7,8.3,174,2947,,,,,,17,27,170,2020
19,KERALA,27,30,5.4,6,120,187,1.1,2.4,2.23,4.63,430,700,1700,2600,2020
22,KERALA,25,27,6.3,6.5,89,99,,,,1.99,2,94,8,140,2020
35,KERALA,22,24,6.2,6.9,156,158,,1.2,0.4,0.5,20,20,91,100,2020
1581,KERALA,27,27,5.8,6.2,168,190,1.2,3.4,,,100,100,310,310,2020
1582,KERALA,27,29,6.4,6.5,140,184,3.8,6,,,200,200,600,700,2020
1583,KERALA,23,23,6.7,6.9,156,182,1.2,1.3,0.46,0.58,20,31,91,94,2020
1584,KERALA,25,30,6.9,7.2,317,393,1.6,2.3,,,,,,,2020
1585,KERALA,28,29,7.1,7.6,330,420,1.4,1.9,2.1,4.9,49,920,490,3500,2020
1586,KERALA,27,29,6.1,6.1,240,350,1.6,2.6,,0.99,2800,4000,5400,7900,2020
1587,KERALA,29,29,6.2,6.2,210,330,2.2,2.6,,6.89,34,79,43,260,2020
1588,KERALA,20,22,6,6.1,180,292,,1.1,,2.3,100,100,580,580,2020
1589,KERALA,22,23,5.7,7.9,356,376,,5.6,0.4,1.8,70,84,110,140,2020
1590,KERALA,23,26,6.5,6.8,69,96,,,,1.55,170,270,310,320,2020
1591,KERALA,25,26,4.6,5.9,101,121,,1.2,,,31,40,150,180,2020
1592,KERALA,27,27,6.4,7.9,207,243,,2,,,40,63,100,280,2020
2308,KERALA,26,29,7.3,7.8,156,262,,,0.74,2.98,200,400,500,790,2020
2309,KERALA,25,29,6.8,6.8,71,72,,,,2.17,,600,,1100,2020
2310,KERALA,26,28,7.5,7.6,221,282,,,,0.94,,150,,400,2020
2313,KERALA,25,30,7.2,7.4,285,419,1.2,1.7,,,,,,,2020
2314,KERALA,21,24,6.9,7.2,174,197,1.2,1.5,0.38,0.59,40,70,79,150,2020
2315,KERALA,22,24,6.8,7.9,224,262,1.1,1.7,0.42,0.66,49,49,100,110,2020
2316,KERALA,26,27,4.6,6.3,43,103,1.6,1.8,,0.4,40,63,100,340,2020
2317,KERALA,26,27,5.6,7.5,289,299,1.4,2.2,,,15,40,79,230,2020
2320,KERALA,22,23,6,6.3,214,260,,1.6,0.8,1,17,38,48,79,2020
2321,KERALA,21,25,6,6.4,255,340,,1.3,0.77,1.5,,,,,2020
2322,KERALA,24,26,6.5,6.6,81,210,,1.7,,2,,,,,2020
2323,KERALA,26,28,6.2,6.5,175,200,,1.3,,0.66,150,280,540,1700,2020
2324,KERALA,28,28,5.3,5.3,85,85,,,,,12,12,20,20,2020
2327,KERALA,28,30,7.2,7.5,795,967,1.2,1.8,1.3,4.46,,,,200,2020
3463,KERALA,24,26,6,6.6,79,112,,,,4.55,48,110,79,170,2020
3472,KERALA,26,27,7.1,7.8,302,14800,,,,,10,140,49,170,2020
3474,KERALA,26,28,6.4,6.9,93,143,,1.1,,,20,40,120,130,2020
3475,KERALA,26,26,5,5.4,108,195,,1.1,,,40,79,110,310,2020
52,MADHYA PRADESH,23,23,7.6,7.6,971,971,,,4.214,4.214,,,3,3,2020
1618,MADHYA PRADESH,25,25,7.2,7.2,880,880,,,1.8,1.8,2,2,13,13,2020
1619,MADHYA PRADESH,24,26,7.1,7.6,414,780,,,0.6,0.82,2,2,10,12,2020
1897,MADHYA PRADESH,23,23,7.7,7.7,920,920,,,3.924,3.924,,,3,3,2020
2148,MADHYA PRADESH,,,7.8,7.8,3344,3344,1.6,1.6,8.006,8.006,,,,,2020
2149,MADHYA PRADESH,27,27,7.1,7.4,1304,1304,1.2,1.6,3.64,7.171,,,,,2020
2150,MADHYA PRADESH,23,24.5,7.5,7.6,1440,1444,,,3.224,5.49,,,3,9,2020
2151,MADHYA PRADESH,23,24.5,7.8,8,2023,3675,1.3,1.6,4.816,6.114,,,8,12,2020
2152,MADHYA PRADESH,23,24.8,7.2,7.4,2175,3202,,1.2,3.63,3.839,,,9,92,2020
3338,MADHYA PRADESH,24,26,7.1,7.2,1009,1012,,,0.68,0.8,2,2,8,14,2020
3339,MADHYA PRADESH,23,24.5,7.2,7.5,1014,1521,,,3.79,6.969,,,9,35,2020
3341,MADHYA PRADESH,23,24,7.8,7.8,790,1486,,,2.282,4.076,,,3,93,2020
3342,MADHYA PRADESH,23,25,7.5,7.6,432,551,,,2.612,3.146,,,,9,2020
1634,MEGHALAYA,16.1,22,5.8,6.1,170,191,1.4,1.5,7.21,9.41,2,4,31,39,2020
1635,MEGHALAYA,17.2,22,5.4,5.7,265,273,1.5,1.8,13.11,16.61,,,,17,2020
1636,MEGHALAYA,18,18,6,6.2,159,168,1.6,1.7,1.96,2.21,,,9,11,2020
1637,MEGHALAYA,19.1,24.2,5.4,5.6,115,125,,,3.01,3.61,,,,11,2020
1638,MEGHALAYA,14,21.2,5.5,5.6,151,168,,1.1,7.6,9.68,,,,,2020
3385,MEGHALAYA,6.7,19.1,6.6,6.7,50,57,1.3,1.6,4.87,7.31,,,4,12,2020
3386,MEGHALAYA,42.5,44.5,9,9.5,312,335,,,0.76,0.81,,,,,2020
2054,MIZORAM,15,24,4.8,7.2,381,649,,1.5,,,,,,,2020
2055,MIZORAM,15,21,6,6.6,414,614,,1.9,,0.35,,,,,2020
3730,MIZORAM,20,21,6.3,6.3,100,159,,,,,,,,,2020
3731,MIZORAM,21,22,6.4,6.9,78,555,,,,,,,,,2020
3732,MIZORAM,21,21,6,6,504,504,,,,,,,,,2020
3733,MIZORAM,20,21,5.9,6.5,254,255,,,,,,,,,2020
3739,MIZORAM,24,24,7,7,329,364,,,,,,,,,2020
3742,MIZORAM,24,24,7,7,93,93,,,,,,,,,2020
1644,ODISHA,25,27,6.6,6.9,429,654,,,0.32,0.32,,,,2,2020
1645,ODISHA,25,26,6.5,6.9,351,503,,,0.35,0.35,,,,,2020
1646,ODISHA,25,27,6.9,7.6,135,250,,,0.32,0.32,,,,,2020
1647,ODISHA,25,26,6.9,7.3,320,382,,,0.33,0.33,,,,,2020
1648,ODISHA,25,26,7.2,7.3,152,198,,,0.34,0.34,,,,220,2020
1649,ODISHA,22,28,6.1,7.8,169,809,,,0.847,0.847,,13,,79,2020
1650,ODISHA,24,31,5.1,6.1,162,481,,,0.441,0.441,,,,,2020
1651,ODISHA,24,30,6.8,7.1,365,530,,,1.549,1.549,,5,11,33,2020
1652,ODISHA,24,30,6.1,6.1,337,407,,,7.701,7.701,,5,23,79,2020
1655,ODISHA,22,29,7.9,8.2,1091,1487,,,0.44,0.44,,,,13,2020
1656,ODISHA,22,29,7.6,7.9,748,1044,,,2.509,2.509,,,,,2020
1657,ODISHA,23,29,7.5,7.9,1048,1128,,,6.793,6.793,,,,,2020
1658,ODISHA,20,29,7.3,7.8,256,1116,,,0.42,0.42,,,,5,2020
1397,PUDUCHERRY,30,31,6,7.1,602,620,,,4.22,7.72,,,,,2020
1398,PUDUCHERRY,30,32,6.3,7.2,1329,2360,,,,0.32,,,,,2020
1453,PUDUCHERRY,30,31,6.4,6.5,652,815,,,1.22,,,,,,2020
1454,PUDUCHERRY,30,30,6.1,6.1,275,275,,,1.54,1.54,,,,,2020
1687,PUDUCHERRY,28,31,7.3,7.8,2070,2400,,,0.92,,,,,,2020
1688,PUDUCHERRY,30,31,7.4,7.5,698,759,,,,0.42,,,,,2020
2009,PUDUCHERRY,30.5,31.5,6.2,6.9,595,682,,,3.03,3.12,,,,,2020
2010,PUDUCHERRY,30,30,6.4,6.8,902,1075,,,,1.32,,,,,2020
2011,PUDUCHERRY,31,32,7.2,7.4,1697,1804,,,,0.32,,,,,2020
2012,PUDUCHERRY,30,31,6.5,7.4,2430,2600,,,,0.62,,,,,2020
2013,PUDUCHERRY,28,32.6,8.2,8.2,2090,2140,,,0.32,0.56,,,,,2020
2014,PUDUCHERRY,31,31.2,7.8,8.3,1429,1539,,,0.7,0.76,,,,,2020
2446,PUDUCHERRY,27,27,5.7,5.7,335,335,,,,,,,,,2020
2447,PUDUCHERRY,27,27,5.2,5.2,82,82,,,,,,,,,2020
1900,PUNJAB,,,6.6,7,627,1275,,,4.8,4.8,,,,,2020
1902,PUNJAB,,,6.7,7.2,1137,1191,,,12.1,12.8,,,,,2020
1903,PUNJAB,,,7.2,7.7,450,493,,,5.2,6.2,,,,,2020
2916,PUNJAB,,,6.4,6.9,1048,1083,,,1,2.2,,,,,2020
2917,PUNJAB,,,6.7,7,907,1079,,,0.36,4.2,,,,,2020
2918,PUNJAB,,,7.5,7.6,559,579,,,12.2,12.8,,,,,2020
2919,PUNJAB,,,7,7.2,2506,2660,,,16.6,18.6,,,,,2020
2920,PUNJAB,15,30,7.2,7.2,1271,1380,,,3.4,8.4,,,,,2020
2921,PUNJAB,15,30,7.2,7.4,430,431,,,1,2.6,,,,,2020
2923,PUNJAB,16,16,7,7.2,1086,1859,,,0.8,3,,,,,2020
2924,PUNJAB,,,6.6,6.9,1606,1857,,,2.4,2.9,,,,,2020
2925,PUNJAB,,,6.7,6.9,1602,1856,,,2.8,3.1,,,,,2020
2929,PUNJAB,,,7.2,7.2,392,734,,,1.2,2.4,,,,,2020
2930,PUNJAB,25,32,7.1,8.2,1459,2020,,,1.4,2.2,,,,,2020
2931,PUNJAB,25,32,7.6,8.1,355,765,,,1.1,1.8,,,,,2020
1415,RAJASTHAN,23,23,7.8,8.2,5000,12400,,,2.281,5.242,9,150,14,210,2020
1706,RAJASTHAN,29,29,6.9,7.2,850,890,,,,1.848,3,4,3,7,2020
1707,RAJASTHAN,30,31,7.1,7.2,1800,1900,,,,2.068,4,4,4,7,2020
1708,RAJASTHAN,29,30,7,7.1,1160,1260,,,,1.666,7,9,11,23,2020
1710,RAJASTHAN,28,28,7.4,7.4,1280,1280,,,0.304,0.304,460,460,1100,1100,2020
1713,RAJASTHAN,30,30,6.4,7.1,810,1000,,,1.845,4.904,4,75,7,120,2020
1715,RAJASTHAN,27,28,7.7,8.1,650,1020,,,1.14,1.824,4,14,11,20,2020
1723,RAJASTHAN,27,28,7.5,7.6,4500,7500,,,1.664,5.483,4,9,7,14,2020
1724,RAJASTHAN,28,33,7.7,8,400,1600,,,1.701,3.2,3,14,7,28,2020
1725,RAJASTHAN,27,29,7.2,7.4,1870,2400,,,1.503,3.681,4,9,11,23,2020
2015,RAJASTHAN,34,34,8.1,8.1,2700,2700,,,4.1,4.1,7,7,11,11,2020
2018,RAJASTHAN,33,34,7.4,7.9,6100,6600,,,2.3,6.2,3,9,7,14,2020
2019,RAJASTHAN,22,23,6.9,7.4,1470,1600,,,1.784,2.212,3,7,7,11,2020
2020,RAJASTHAN,22,24,6.9,7,1900,2300,,,1.916,2.372,3,4,7,9,2020
2021,RAJASTHAN,22,23,6.9,7,1740,1800,,,1.852,2.072,3,3,7,7,2020
2022,RAJASTHAN,22,24,7,7,1710,1800,,,1.772,1.852,3,4,4,7,2020
2023,RAJASTHAN,22,25,7.1,7.5,1190,1300,,,0.922,1.502,3,7,7,11,2020
2028,RAJASTHAN,26,28,7.7,8,650,710,,,1.021,1.241,3,7,3,14,2020
2029,RAJASTHAN,28,28,7.8,7.8,840,840,,,1.94,1.94,3,3,11,11,2020
2031,RAJASTHAN,25,28,7.7,7.8,920,1060,,,1.769,5.68,4,7,7,11,2020
2032,RAJASTHAN,25,28,8,8.1,380,400,,,1.668,4.92,3,20,7,28,2020
2960,RAJASTHAN,25,26,7.7,7.9,4000,5200,,,1.54,1.668,4,21,11,28,2020
2961,RAJASTHAN,33,35,7.6,7.9,600,690,,,1.503,1.761,4,4,7,7,2020
2962,RAJASTHAN,33,33,8,8,560,3000,,,1.602,9.845,4,7,4,11,2020
2963,RAJASTHAN,30,33,7.8,8.1,1620,2300,,,1.664,6.184,3,7,3,14,2020
2964,RAJASTHAN,28,36,7.6,7.9,1080,1700,,,1.602,5.244,3,7,4,11,2020
2965,RAJASTHAN,24,24,7.9,8.1,5300,5500,,,3.101,4.404,7,150,11,210,2020
2966,RAJASTHAN,23,23,8,8.6,4400,5200,,,1.765,4.964,4,4,7,9,2020
2967,RAJASTHAN,24,24,7.7,7.8,4600,8900,,,2.208,6.145,4,4,7,7,2020
2968,RAJASTHAN,22,22,8,8.4,1570,4100,,,1.664,4.201,4,9,9,20,2020
2969,RAJASTHAN,28,29,6.7,6.9,800,830,,,0.32,1.764,3,9,7,21,2020
2970,RAJASTHAN,30,31,7,7.2,1200,1380,,,1.664,2.463,3,9,7,14,2020
2971,RAJASTHAN,31,32,6.9,7.3,2400,2400,,,1.703,4.6,4,9,11,23,2020
2972,RAJASTHAN,31,32,6.6,7,3200,3500,,,0.321,1.604,4,23,9,39,2020
2973,RAJASTHAN,29,30,6.8,7.2,1900,3100,,,1.543,1.821,3,21,28,28,2020
2974,RAJASTHAN,29,30,7.2,7.2,1580,1670,,,1.02,1.665,4,21,7,28,2020
2975,RAJASTHAN,29,30,7.2,7.3,2800,3300,,,1.769,2.2,3,9,7,39,2020
2976,RAJASTHAN,26,33,8,8.1,5100,5300,,,2.465,6.208,93,460,150,1100,2020
2977,RAJASTHAN,33,34,7.1,7.9,8000,20000,,,2.1,6.3,4,9,7,14,2020
2982,RAJASTHAN,33,34,7.5,8.2,12000,21000,,,1.7,7.8,4,7,11,11,2020
2985,RAJASTHAN,33,34,7.7,7.7,13000,14500,,,3,7.1,4,7,9,14,2020
2988,RAJASTHAN,25,25,7.2,7.6,5800,9000,,,1.846,2.364,4,4,7,7,2020
2991,RAJASTHAN,25,25,7.2,7.8,11400,13200,,,2.073,5.365,4,9,4,14,2020
2993,RAJASTHAN,25,25,8,8.3,2900,3600,,,2.108,3.641,7,14,11,21,2020
3001,RAJASTHAN,29,29,7.6,7.6,1390,1390,,,11.804,11.804,93,93,460,460,2020
3002,RAJASTHAN,29,32,7,7.2,910,930,,,1.845,2.284,4,240,9,240,2020
3003,RAJASTHAN,29,30,7.1,7.6,950,1540,,,1.605,10.504,4,7,11,14,2020
3004,RAJASTHAN,29,30,6.3,7.8,1310,1350,,,1.704,2.744,3,4,4,9,2020
3006,RAJASTHAN,26,27,7.8,8.2,2200,2400,,,1.763,5.36,3,4,7,7,2020
1405,TRIPURA,24,27,5.6,5.6,106,114,,,,0.32,,,,,2020
1406,TRIPURA,23,26.5,5.2,5.63,118,125,,,,0.32,,,,,2020
1730,TRIPURA,24,26,6,6.19,106,112,,,,0.32,,,,,2020
1731,TRIPURA,24,25,5.7,5.95,102,108,,,,0.32,,,,,2020
1732,TRIPURA,24,26,5.6,6.01,118,121,,,,0.32,,,,,2020
1733,TRIPURA,24,26,5.2,5.87,108,119,,,,0.32,,,,,2020
1734,TRIPURA,24,25,5.2,5.78,106,116,,,,0.51,,,,,2020
