Station Code,State,Temperature min,Temperature max,pH min,pH max,Conductivity min,Conductivity max,BOD min,BOD max,Nitrate + Nitrite min,Nitrate + Nitrite max,Fecal Coliform min,Fecal Coliform max,Total Coliform min,Total Coliform max,Year
2540,WEST BENGAL,30,31,7.1,7.1,1336,2019,0.9,1.2,0.05,0.55,2,2,2,2,2017
2542,WEST BENGAL,30,32,6.5,7,1021,1284,1.1,1.3,0.67,0.96,2,4,2,7,2017
2543,WEST BENGAL,30,30,7.5,7.9,171,178,0.7,1,0.89,0.96,2,2,2,2,2017
2545,WEST BENGAL,29,34,7,7.1,1457,1703,0.9,1.6,0.59,1.28,2,2,2,2,2017
2546,WEST BENGAL,29,34,7.6,8.2,928,1066,0.6,2.2,0.07,0.1,2,2,2,4,2017
2547,WEST BENGAL,27,27,7.4,8.2,1906,10380,1,6.3,0.51,0.64,2,8,2,14,2017
2548,WEST BENGAL,29,29,7.9,8.7,356,2250,1.4,2.6,0.07,0.17,2,22,2,80,2017
26,ANDHRA PRADESH,22,26,7.51,8.03,960,1418,,,2.7,4.6,,,400,400,2016
1513,ANDHRA PRADESH,23,26,7.7,8,1214,1260,,,0,1.9,,,400,400,2016
1514,ANDHRA PRADESH,23,23,7.4,8,1010,1427,,,0.2,1.1,,,400,400,2016
1516,ANDHRA PRADESH,,,8.5,8.6,557,670,,,0.5,0.6,,,400,400,2016
1517,ANDHRA PRADESH,23,29,7.6,7.9,4060,4220,0.7,1,2.1,2.6,,,18,18,2016
1518,ANDHRA PRADESH,22,28,7.7,7.9,4310,4310,0.8,1,2.3,3.2,,,16,16,2016
1519,ANDHRA PRADESH,28,31,7.7,8.2,1122,1406,0.5,1,1.8,1.9,,,16,16,2016
1520,ANDHRA PRADESH,28,30,7.8,8.3,659,744,0.7,1.2,1.1,1.1,,,16,16,2016
1521,ANDHRA PRADESH,26,26,7.3,7.5,2535,2813,2.2,2.6,5.2,5.3,11,11,460,460,2016
1522,ANDHRA PRADESH,24,27,7.2,7.4,478,485,1.2,1.5,0.7,1,7,9,150,150,2016
1523,ANDHRA PRADESH,26,26,5.9,7.8,324,395,1,1.2,1.2,1.3,9,11,14,21,2016
1524,ANDHRA PRADESH,28,28,7.3,7.5,1105,1303,1.2,1.4,0.8,1.1,7,7,20,28,2016
3087,ANDHRA PRADESH,25,25,7.8,8.2,1110,2180,0.5,0.5,0.2,7.7,,,400,400,2016
3089,ANDHRA PRADESH,28,28,7.6,7.9,1537,1917,1,1.4,7.9,8,7,7,150,160,2016
3090,ANDHRA PRADESH,26,26,7.2,7.6,1689,1796,1.4,1.6,9.9,11.6,7,7,15,21,2016
3091,ANDHRA PRADESH,25,28,7.3,7.6,2536,2893,1.3,1.5,8,8,3,4,380,460,2016
3092,ANDHRA PRADESH,27,27,7.6,7.7,653,738,1.2,1.5,4.1,5.7,14,15,64,75,2016
3093,ANDHRA PRADESH,26,27,7.4,7.6,1375,1528,1,1.8,3.3,3.5,4,5,20,28,2016
1533,ASSAM,21,21,6.6,6.6,200,200,2.8,2.8,0.1,0.1,,,2100,2100,2016
1534,ASSAM,24,26,6.2,6.9,561,827,1.3,2.7,0.3,0.3,,,,,2016
1535,ASSAM,23,24,6.5,6.5,224,267,0.9,2.4,0.1,0.3,,,,,2016
1536,ASSAM,23,25,6,6.8,127,245,1.8,2.7,0.1,0.4,,,,,2016
1537,ASSAM,24,26,6.4,6.6,159,181,2.1,2.2,0.1,6,,,,,2016
1538,ASSAM,26,27,5.6,6.2,57,91,0.5,0.9,0.4,0.7,,,73,73,2016
1539,ASSAM,29,29,6.3,7.6,246,264,1.2,3.4,3.1,3.2,,,910,2000,2016
1540,ASSAM,29,30,6.3,6.4,228,624,0.2,1.9,6.9,7.4,,,73,73,2016
1541,ASSAM,24,29,6.3,7.2,212,271,1.4,5.2,0.2,0.2,,,300,360,2016
1542,ASSAM,23,25,6.5,6.7,548,627,0.8,6.6,4.5,10.3,,,,,2016
2243,ASSAM,20,24,6.3,7.6,222,224,1.4,2.5,0.1,0.1,,,,,2016
2244,ASSAM,24,25,6.7,7.4,193,202,1.3,2.4,0.1,0.2,,,36,36,2016
2245,ASSAM,23,29,6,6.1,81,124,0.6,0.8,1,1.1,,,,,2016
2246,ASSAM,22,23,6.9,7.2,108,194,0.6,2.3,0.1,0.3,,,,,2016
2247,ASSAM,23,23,7,7.6,212,236,0.5,2.8,0.2,0.2,,,,,2016
2248,ASSAM,23,27,5.9,6.5,149,234,1.2,1.2,0.3,0.3,,,72,72,2016
2249,ASSAM,23,26,6.5,6.8,110,143,2.1,2.2,0.3,0.4,,,36,36,2016
2250,ASSAM,29,29,6.2,6.5,250,283,1.2,1.9,0.2,0.2,,,360,600,2016
2252,ASSAM,22,26,6.7,6.8,215,375,0.6,1.3,0.1,0.1,,,600,2400,2016
2253,ASSAM,25,26,6.8,7,206,410,1.8,2.1,0.1,1.1,,,,,2016
2254,ASSAM,29,30,6.8,7.1,552,719,1.2,2.8,0.8,0.9,,,700,1100,2016
2255,ASSAM,28,30,6.2,6.9,157,252,1,1.8,4.9,5.2,,,73,73,2016
2256,ASSAM,29,29,6,6.1,101,196,0.7,1.3,0.1,0.2,,,36,36,2016
2257,ASSAM,29,30,7.1,7.4,437,443,0.7,1.1,0.1,0.1,,,2900,2900,2016
2258,ASSAM,28,29,6.6,6.8,250,256,0.5,1.6,2.3,2.5,,,,,2016
2262,ASSAM,25,27,6.1,6.2,85,87,0.9,1.2,0.1,0.1,,,,,2016
2263,ASSAM,25,26,6.7,6.9,135,139,1.6,2.2,1.7,1.7,,,110,110,2016
2264,ASSAM,25,26,6.1,6.1,146,174,0.8,2.5,0.6,0.8,,,,,2016
1826,BIHAR,29,29,7,7,655,655,,,0,0,,,,,2016
1827,BIHAR,27,28,7.1,7.7,552,616,,,0,0,4,7,10,14,2016
1829,BIHAR,29,32,6.9,7.5,556,634,,,0,0,2,2,4,4,2016
1830,BIHAR,26,36,7.2,7.5,649,709,,,0,0,,,,,2016
1831,BIHAR,26,35,7.7,7.9,619,754,,,0,0,,,,,2016
1840,BIHAR,25,33,7.5,7.7,659,696,,,0,0,,,,,2016
2595,BIHAR,24,30,7.2,7.4,466,926,,,0,0,3,3,7,7,2016
2600,BIHAR,24,35,7.4,7.6,925,1134,,,0,0,,,,,2016
3140,BIHAR,22,30,7.2,7.7,376,1883,,,0,0,5,5,8,8,2016
3150,BIHAR,25,30,7.3,7.7,343,555,,,0,0,5,5,8,8,2016
3152,BIHAR,26,28,7.4,8.1,688,876,,,0,0,7,7,14,14,2016
3159,BIHAR,27,27,7.1,7.3,518,976,,,0,0,7,7,9,9,2016
2043,CHANDIGARH,26,28,7,7.2,875,910,6,6,1.9,3.6,2,5,6,8,2016
2044,CHANDIGARH,23,29,6.9,7.2,695,720,9,9,2.7,3.4,9,9,11,11,2016
2045,CHANDIGARH,26,27,7.3,7.3,553,600,4,4,3.6,4,4,4,6,6,2016
3171,CHHATTISGARH,27,27,7.5,7.5,,,0.5,1.2,0.2,0.4,,,9,9,2016
3172,CHHATTISGARH,26.2,26.5,7.1,7.2,,,0.4,0.6,0,0.2,,,,,2016
3173,CHHATTISGARH,26.2,26.6,7.2,7.2,,,0.4,0.6,0,0,,,,,2016
3174,CHHATTISGARH,26.3,26.6,7.1,7.1,,,0.6,0.8,0,0,,,,,2016
2277,GOA,31.5,32,6.7,7.5,285,285,0.9,1.1,3.1,3.7,,,,,2016
2278,GOA,27,29,6.7,6.9,64,64,1.1,1.7,1.1,1.1,,,13,13,2016
2280,GOA,29,31,6.1,6.6,34,34,0.6,0.6,0.1,0.4,,,,,2016
2281,GOA,29.9,31,6.5,7,23,23,0.3,0.5,0.4,0.5,13,13,170,170,2016
2282,GOA,28,32.8,6.9,7.1,81,266,1.2,2.7,0.1,1,7.8,23,33,79,2016
3194,GOA,28.5,29.7,5.3,7.5,109,109,0.2,0.5,1.9,3.2,,,,,2016
1951,GUJARAT,25,27,7.7,8.2,1070,1100,0.8,1.4,0.9,1.3,,,,,2016
1953,GUJARAT,28,28,7.3,7.4,1010,1010,0.4,0.4,0.4,0.4,,,,,2016
1955,GUJARAT,25,30,7.7,8.4,1067,1564,1.7,2,4,4.1,,,,,2016
1956,GUJARAT,29,29,7,7.1,2290,2477,1.5,3.2,2.9,5.8,,,,,2016
1957,GUJARAT,25,28,7.3,8.6,1357,1463,1.2,1.7,3.3,4.7,,,,,2016
1958,GUJARAT,27,28,7.8,8.2,799,1010,0.7,1.7,3.8,5.3,,,,,2016
1959,GUJARAT,30,30,7.9,8.1,1746,2980,0.2,0.8,1.6,2.4,,,2,2,2016
1960,GUJARAT,29,32,7.8,8,604,1437,0.1,0.1,0.8,2,,,2,2,2016
1961,GUJARAT,29,32,7.1,7.1,1382,1415,0.2,3.6,1.2,3.3,,,2,2,2016
1965,GUJARAT,26,30,8.5,8.5,1895,2456,0.9,1,0,0,8,109,21,109,2016
1967,GUJARAT,25,27,7.6,8.6,480,512,1.8,2.1,0,0.1,,,,,2016
1968,GUJARAT,27,27,7.5,7.5,916,916,1.6,1.6,0,0,,,,,2016
1969,GUJARAT,28,28,8.1,8.5,824,990,0.6,1.4,0.2,0.4,,,,,2016
1970,GUJARAT,25,26,7.5,8.2,974,1302,1.8,2,0,0.1,,,,,2016
2084,GUJARAT,29,31,7.5,7.5,1850,2095,1.6,1.6,4.9,5.6,,,,,2016
2084,GUJARAT,27,27,8,8,1265,1265,1,1,0,0,,,,,2016
2088,GUJARAT,27,30,7.7,7.9,4.4,10015,1,1,0,0,0,8,11,16,2016
2089,GUJARAT,28,29,7.5,8.4,2835,3240,1,1.2,0,0,,,4,4,2016
2090,GUJARAT,28,29,6.8,8.4,2835,6208,0.9,1.2,0,0,17,17,130,130,2016
2091,GUJARAT,25,27,7.5,7.8,2190,2888,0.9,0.9,0,0,5,5,5,5,2016
2093,GUJARAT,26,28,7.4,8,1358,1920,0.9,1,0,0,,,2,2,2016
2096,GUJARAT,29,29,7.3,7.3,4144,4699,1.3,1.7,2,2.2,,,,,2016
2097,GUJARAT,29,29,7.8,7.8,3583,3635,1.2,1.4,0.8,1.2,,,,,2016
2098,GUJARAT,28,30,7.5,8.2,2987,3076,1.2,2.1,2.6,4,,,,,2016
3208,GUJARAT,25,25,6.5,6.5,9020,9020,2.4,2.4,0.1,0.1,,,,,2016
3210,GUJARAT,26,30,7.3,8.3,3883,3883,1,1.1,0,0,2,2,5,5,2016
3211,GUJARAT,27,28,7.9,8.3,1582,1656,0.9,1,0,0.1,33,33,4,33,2016
3212,GUJARAT,32,33,7.4,7.5,1999,2216,1,1.5,3.2,6,,,,,2016
3213,GUJARAT,32,33,7.5,7.6,1605,1850,1.5,1.7,3.7,5.2,,,,,2016
3214,GUJARAT,32,33,7.5,7.7,1380,1748,1.6,1.7,3.6,6.9,,,,,2016
3216,GUJARAT,32,33,7.2,7.6,2180,2760,1,1.6,2.9,7.3,,,,,2016
3217,GUJARAT,32,33,7.6,7.7,1540,2760,1,1.6,5.5,7.3,,,,,2016
3218,GUJARAT,27,30,7.5,8.3,870,999,1.4,5,4.4,4.6,,,,,2016
3219,GUJARAT,27,28,7.3,8.3,1220,1460,0.7,1.1,3.5,7.7,,,,,2016
3220,GUJARAT,28,30,8.2,8.3,2630,2770,0,2.1,0.8,2.7,,,,,2016
3221,GUJARAT,30,30,7.6,7.6,740,740,0.9,0.9,0.5,0.5,,,,,2016
3222,GUJARAT,30,30,7.6,7.6,3470,3470,0.8,0.8,0.6,0.6,,,,,2016
3223,GUJARAT,30,31,8,8.1,1342,1485,1.4,1.6,4.7,4.8,,,,,2016
3224,GUJARAT,25,30,7.7,8.5,739,1022,1.3,2,3.7,4,,,,,2016
3226,GUJARAT,25,30,8.1,8.6,1625,1783,1.6,3,3.5,5,,,,,2016
3227,GUJARAT,30,30,7.2,7.6,1645,1750,1.4,1.9,2.2,4.9,,,,,2016
3236,GUJARAT,28,30,7.7,8.4,1792,1880,1.5,1.5,1.9,4,,,,,2016
3237,GUJARAT,28,28,7.3,7.3,6390,6586,1.4,1.5,2,2.4,,,,,2016
3238,GUJARAT,30,30,7.8,7.9,4390,4970,0.5,2.1,1.7,3,,,2,2,2016
3239,GUJARAT,30,31,7.7,7.9,3160,3160,1,2.2,1.5,2.4,,,2,2,2016
3244,GUJARAT,29,29,7.9,7.9,3180,3180,,,1.2,1.2,,,,,2016
3246,GUJARAT,28,28,7.6,7.7,1420,2458,0.4,0.4,0.4,0.4,,,,,2016
3247,GUJARAT,28,29,7.5,7.9,1855,3628,0.4,0.4,0.4,0.5,,,,,2016
1555,HIMACHAL PRADESH,22,22,7.4,7.6,743,840,0.1,0.1,0.3,0.5,,,3.7,3.7,2016
1556,HIMACHAL PRADESH,21,21,7.1,7.7,780,910,0.1,0.1,0.3,0.6,,,,,2016
1561,HIMACHAL PRADESH,17,17,7.2,7.7,478,716,0.1,0.2,0,0,,,,,2016
1562,HIMACHAL PRADESH,14,14,7.5,7.8,725,1067,0.1,0.4,0.1,0.2,,,2,2,2016
1873,HIMACHAL PRADESH,18,18,6.3,7.8,249,312,0.2,0.4,0.1,0.2,,,,,2016
1874,HIMACHAL PRADESH,,,7.4,8.7,103,679,0.1,1.2,0,4.6,,,12,26,2016
1877,HIMACHAL PRADESH,18,20.2,7.5,8,803,829,0.1,0.6,0,13.8,,,,,2016
1878,HIMACHAL PRADESH,18.5,19.8,7.4,8.1,681,1862,0.1,0.2,0,15.6,,,,,2016
1880,HIMACHAL PRADESH,22,22,7.5,7.7,710,944,0.1,0.1,0.5,0.6,2,2,4,4,2016
1881,HIMACHAL PRADESH,23,23,7.7,7.8,460,975,0.1,0.1,0.6,0.7,2,2,4,4,2016
1882,HIMACHAL PRADESH,14,14,7.2,7.7,475,938,0.2,0.5,0,0.1,,,3.6,3.6,2016
2630,HIMACHAL PRADESH,,,7.4,7.8,821,1072,0.2,0.3,0.2,0.2,,,,,2016
2631,HIMACHAL PRADESH,,,7,7.2,856,1080,0.2,0.3,0.1,0.1,,,,,2016
2632,HIMACHAL PRADESH,17,22,7.4,7.8,925,1027,,,0.1,0.5,,,,,2016
2637,HIMACHAL PRADESH,19,20,7.8,7.8,1285,1435,0.1,0.2,0,0.1,,,,,2016
2638,HIMACHAL PRADESH,16,20,7.7,8,626,1290,0.1,0.2,0,0.1,,,,,2016
2639,HIMACHAL PRADESH,20,20,7.2,7.7,141,183,0.1,0.2,0.1,0.3,,,3.7,3.7,2016
2640,HIMACHAL PRADESH,17,19,7.5,7.9,376,425,0.1,0.1,0.1,0.1,,,,,2016
2645,HIMACHAL PRADESH,25,25,7.9,8,720,1194,0.1,0.2,0.7,0.7,2,2,4,4,2016
2646,HIMACHAL PRADESH,26,26,7.4,8,922,1320,0.1,0.6,0.6,0.8,3.6,3.6,6,6,2016
2647,HIMACHAL PRADESH,14,20,7.5,7.5,775,910,0.1,0.1,0,0.1,,,3.7,3.7,2016
19,KERALA,26.8,27.8,6,6.6,139,163,0.7,0.9,0.9,2.3,11,240,14,460,2016
22,KERALA,27,27,6.7,7.5,118,122,1,1,0,0.5,28,34,52,60,2016
35,KERALA,24,25,4.3,6.6,205,224,0.4,0.8,0.5,0.9,0,30,0,100,2016
1581,KERALA,32,33,6.6,6.7,210,350,1.1,1.2,0,0,55,60,110,120,2016
1582,KERALA,32,33,6.5,6.8,140,150,1,1,0,0,22,30,70,80,2016
1583,KERALA,24,25,6,6.1,110,126,0.6,0.8,0.8,1.4,10,140,40,340,2016
1584,KERALA,28.5,29,7.7,7.8,180,206,0.4,1.1,0.1,0.2,0,0,150,160,2016
1585,KERALA,28.2,30.1,6.9,7.7,334,629,0.7,1,1.1,4.6,4,21,6,32,2016
1586,KERALA,27,28.4,5.6,5.9,125,154,0.6,0.9,0.8,0.8,0,20,10,38,2016
1587,KERALA,27,28.4,6.3,6.6,229,343,0.8,0.9,6.8,7,0,21,26,30,2016
1588,KERALA,28,29,8.3,8.4,350,379,1,1,2.4,2.9,0,0,0,240,2016
1589,KERALA,30,30.5,6.1,6.5,224,288,1.4,1.6,0,5.5,20,88,32,120,2016
1590,KERALA,27,28,6.9,7.8,78,95,0,1,2.5,3.2,6,18,8,26,2016
1591,KERALA,28,29,4.7,4.9,104,111,0.5,0.9,4.5,7.9,180,1200,480,1400,2016
1592,KERALA,28,29,6,6.3,242,250,0.5,0.8,0.9,2.5,30,212,1000,250,2016
2308,KERALA,27,28,6.1,6.5,183,220,0.3,0.5,4.8,6,500,1600,1100,2800,2016
2309,KERALA,27,27,6.1,6.5,83,101,0.8,1,3.5,4.5,200,350,300,850,2016
2310,KERALA,27.5,28,6.6,7.6,192,265,0.5,0.8,0.1,0.5,0,0,0,0,2016
2313,KERALA,28,29,7.6,8,262,540,0.9,1.2,0.1,0.2,0,0,110,120,2016
2314,KERALA,24,25,7.3,7.3,146,158,1.2,1.2,1,1.6,140,280,360,680,2016
2315,KERALA,24,28,8,8.1,342,400,1.2,1.6,1.1,1.2,160,180,400,500,2016
2316,KERALA,27,27,5.1,5.5,41,88,0.7,1.3,1,1.4,4,440,112,950,2016
2317,KERALA,27,28,5.8,6.6,350,431,0.7,0.9,5.4,13,48,288,350,480,2016
2320,KERALA,30.5,30.5,5.7,6.5,174,174,1,2,0,3.9,40,56,68,88,2016
2321,KERALA,29,30,6.7,7.9,360,422,0.3,1,2.8,4.8,40,180,260,310,2016
2322,KERALA,29,29,5.3,6.3,270,373,0.5,1,2.2,3,0,20,0,220,2016
2323,KERALA,27.6,28.4,6,6.4,270,272,0.5,0.6,0.4,3.6,12,90,20,160,2016
2324,KERALA,29.2,30.3,5.6,8.1,118,2229,1,1.8,0.6,5.4,26,520,40,1080,2016
2327,KERALA,28,28,8.4,8.4,735,735,0.8,0.8,0.8,0.8,280,280,440,440,2016
3463,KERALA,27,28,6.9,7.6,59,101,0,1,0,1.3,14,38,58,84,2016
3472,KERALA,30,30,6.8,7.5,800,1305,1.9,2.2,0.6,5.8,112,600,260,880,2016
3474,KERALA,27,29,6.7,6.8,175,198,1,1.9,0.5,0.6,208,472,480,1300,2016
3475,KERALA,26,30,4.6,5,67,80,1.2,1.9,0.9,1,36,200,100,220,2016
52,MADHYA PRADESH,23,28,8,8.5,126,312,1.25,2.6,0.1,0.37,120,630,630,1700,2016
1618,MADHYA PRADESH,21,29,7.3,7.4,680,1125,1.2,1.4,0,1.2,,,,,2016
1619,MADHYA PRADESH,26,30,7.5,7.6,880,930,1,1,2,2.1,,,,,2016
1897,MADHYA PRADESH,25,28,7.7,8.6,814,850.1,0.8,0.8,0,3.3,,,2.2,5.1,2016
2148,MADHYA PRADESH,31,31,7.9,7.9,2700,2700,1.8,1.8,3,3,,,,,2016
2149,MADHYA PRADESH,31,31,7.4,8.5,1160,2600,1,2,2.8,8.3,,,,,2016
2150,MADHYA PRADESH,24,28,7.1,8,120,1634,0.8,1.2,0,5.1,,,3.6,6.9,2016
2151,MADHYA PRADESH,24,28,7.1,7.7,1875,3462,1.4,2,8.4,14.1,,,5.1,16.1,2016
2152,MADHYA PRADESH,24,28,7.2,7.4,1180,3812,1.2,1.8,6.9,11.1,,,3.6,6.9,2016
3338,MADHYA PRADESH,23,28,7.1,7.1,546,556,1,1.1,1.1,1.2,,,,,2016
3339,MADHYA PRADESH,27,28,6.9,7.9,1265,1465,1.1,1.2,3.5,3.9,,,140,150,2016
3341,MADHYA PRADESH,26,27,7.8,7.9,1117,2194,0.9,0.9,4.1,5.1,,,5.1,7,2016
3342,MADHYA PRADESH,26,27,7.3,7.7,320,2946,0.7,1.9,1.1,2,,,3.6,6.8,2016
1634,MEGHALAYA,19,22,6.2,6.4,252,280,1.5,2,10,11.1,9,19,20,44,2016
1635,MEGHALAYA,19,21,5.4,5.7,200,263,1.8,2.6,16,17.1,20,26,34,55,2016
1636,MEGHALAYA,20,25,6.5,6.5,204,242,1.5,1.6,1.6,3,16,20,32,40,2016
1637,MEGHALAYA,17,18,6.5,6.6,98,115,1,1,5.6,6,10,14,25,36,2016
1638,MEGHALAYA,17,20,5,5.3,135,149,1,1,8,10.4,10,11,22,24,2016
3385,MEGHALAYA,16,17,6.8,6.9,45,58,1.5,2.2,0.4,0.5,11,12,24,27,2016
3386,MEGHALAYA,28,40,9.6,9.6,310,340,1,1,0.4,0.4,2,2,8,9,2016
2054,MIZORAM,13,25,5.8,8,131,1020,1,2.1,0,0.2,0,3.6,44,120,2016
2055,MIZORAM,10,24,6.1,8,122,662,0.4,2.3,0,0.2,7,23,210,290,2016
3730,MIZORAM,13,22,6.1,8.2,137,526,0.5,1.1,0.1,0.1,,,,,2016
3731,MIZORAM,15,23,5.2,7.4,136,605,0.1,0.8,0.1,0.2,,,,,2016
3732,MIZORAM,14,24,5.2,7.2,135,523,0.1,1.6,0.1,0.1,0,0,15,15,2016
3733,MIZORAM,14,21,6.1,7.8,28,1870,0.6,1.3,0,0.1,0,0,3.6,3.6,2016
3739,MIZORAM,14,24,6.2,7.4,111,703,0.1,1.9,0,0.1,,,,,2016
3742,MIZORAM,3.1,24,6,7.3,156,1520,0.5,2.7,0,0.2,,,,,2016
1644,ODISHA,24,42,6.8,7.3,636,649,0.3,0.4,5.4,6.2,4.5,4.5,4.5,4.5,2016
1645,ODISHA,24,42,7.3,7.7,374,408,0.3,0.4,0.8,1,35,35,170,170,2016
1646,ODISHA,26,35,7.9,8.2,129,183,0.4,0.5,0.3,0.9,,,,,2016
1647,ODISHA,25,42,7.7,7.8,266,624,0.2,0.3,1.4,7.4,,,,,2016
1648,ODISHA,24,41,7.1,8.1,298,546,0.1,0.5,0.9,4.1,,,,,2016
1649,ODISHA,26,40,6.6,7.3,105,303,0.1,0.1,2.1,9.8,,,,,2016
1650,ODISHA,26,39,7.6,7.6,182,307,0.2,0.9,2.1,4.7,170,170,920,920,2016
1651,ODISHA,26,39,7.7,8.5,380,641,0.5,0.8,0.7,1.8,350,350,540,540,2016
1652,ODISHA,26,39,6.3,7.6,243,253,0.3,0.5,5.9,8.4,,,,,2016
1655,ODISHA,25,31,7.8,8.1,393,1187,0.4,0.5,0.9,4.1,240,240,540,540,2016
1656,ODISHA,25,32,7.9,7.9,834,1157,0.1,0.9,2.3,10.7,,,13,13,2016
1657,ODISHA,25,32,7.3,7.5,705,993,0.1,0.2,3.3,10.4,,,,,2016
1658,ODISHA,25,31,7.8,8.2,277,682,0.8,0.9,0.1,0.3,,,,,2016
1397,PUDUCHERRY,30,31,7,7.8,212,370,,,6.1,7.5,,,,,2016
1398,PUDUCHERRY,30,32,7,7.6,1225,1250,,,0,0,,,,,2016
1453,PUDUCHERRY,30,32,7.3,7.3,435,501,,,3,4.7,,,,,2016
1454,PUDUCHERRY,30,32,7.3,7.4,165,175,,,1,1.2,,,,,2016
1687,PUDUCHERRY,26,30,7,7.4,1295,1351,,,0.2,2.5,4,4,17,17,2016
1688,PUDUCHERRY,30,30,7.1,7.4,466,554,,,0.3,2,,,,,2016
2009,PUDUCHERRY,31,32,7.1,7.1,439,525,,,5.1,5.6,,,,,2016
2010,PUDUCHERRY,30,31,7,7.5,635,690,,,3.9,5.1,,,,,2016
2011,PUDUCHERRY,30,31,6.9,7.4,3800,4210,,,0,0,,,,,2016
2012,PUDUCHERRY,30,31,6.6,7.4,1624,2110,,,0.4,2.3,,,13,13,2016
2013,PUDUCHERRY,27,28,7.4,7.7,1451,1546,,,0,2.2,,,,,2016
2014,PUDUCHERRY,26.5,28,7.5,7.8,1295,1330,,,0.2,0.5,,,,,2016
2446,PUDUCHERRY,27,27,7.5,7.5,220,220,,,8.9,8.9,,,,,2016
2447,PUDUCHERRY,27,27,7.2,7.2,105,105,,,1.5,1.5,,,,,2016
1900,PUNJAB,,,7.2,7.9,419,845,,,2.8,2.9,,,,,2016
1902,PUNJAB,16,16,6.9,7.9,1240,1310,,,12,11.8,,,,,2016
1903,PUNJAB,,,7.3,8.1,320,865,,,1.1,1.3,,,,,2016
2918,PUNJAB,,,7.3,7.8,2390,2652,,,16,212,,,,,2016
2919,PUNJAB,,,7.3,8.1,1196,2660,,,8.5,83,,,,,2016
2920,PUNJAB,,,7.2,7.9,888,1001,,,0.2,0.3,,,,,2016
2921,PUNJAB,,,7.5,7.8,445,647,,,0.2,0.2,,,,,2016
2923,PUNJAB,,,7.2,7.4,1670,1860,,,1.8,1.9,,,,,2016
2924,PUNJAB,24,24,7.4,7.5,839,929,,,5.6,5.8,,,,,2016
2925,PUNJAB,24,24,7,7.6,2170,2615,,,2.9,3,,,,,2016
2929,PUNJAB,,,7.4,7.6,576,699,,,5.5,5.6,,,,,2016
2930,PUNJAB,,,7.2,7.5,1010,1124,,,9.6,12.6,,,,,2016
2931,PUNJAB,,,7.5,8.1,343,597,,,1.1,1.2,,,,,2016
2916,PUNJAB/CPCB,,,7.3,8,852,915,,,5.5,5.6,,,,,2016
2917,PUNJAB/CPCB,,,7.5,7.9,1139,1204,,,9.6,11.4,,,,,2016
1415,RAJASTHAN,24,25,8.1,8.5,3700,10300,9.2,13.1,3.7,7.5,3,3,3,4,2016
1706,RAJASTHAN,27,28,7.7,7.9,1070,1130,1.3,1.8,1,1.7,3,3,3,3,2016
1707,RAJASTHAN,29,30,7.8,8,1250,1460,1.3,1.8,1.7,1.8,3,3,3,3,2016
1708,RAJASTHAN,28,29,7.4,7.8,1290,1410,1.8,2,1.3,1.6,3,3,3,4,2016
1710,RAJASTHAN,27,28,7.5,7.7,1400,1550,1.4,2,2.4,2.5,3,3,3,3,2016
1713,RAJASTHAN,27,28,7.2,7.8,1350,1670,1.3,1.9,1.7,2.1,3,3,3,3,2016
1715,RAJASTHAN,27,28,7.8,8.3,1270,1320,1.7,1.8,1,1.2,3,3,3,3,2016
1723,RAJASTHAN,25,29,7.5,8,4000,4400,1.2,2.3,11,12.4,3,3,3,3,2016
1724,RAJASTHAN,27,29,8.1,8.2,350,1900,1,1.3,2.3,3.1,3,3,3,3,2016
1725,RAJASTHAN,28,30,6.9,7.8,1800,2300,1.4,1.9,3,6,3,3,3,3,2016
2015,RAJASTHAN,27,36.2,7.1,7.4,3600,5200,1.8,1.9,3.7,4.6,3,3,4,4,2016
2018,RAJASTHAN,27,40.7,7.4,8.1,6400,8000,2.1,2.3,15,16,3,3,4,4,2016
2019,RAJASTHAN,24,28,7.4,7.7,760,1280,1.1,2,1.8,2.1,3,3,3,3,2016
2020,RAJASTHAN,24,28,7.1,7.5,1590,1670,1.9,2.3,0.8,2.8,3,3,3,3,2016
2021,RAJASTHAN,24,28,7.2,7.7,1260,1340,1.5,1.9,0.5,1.6,3,3,3,3,2016
2022,RAJASTHAN,24,28,7.1,7.1,1780,1900,1.4,1.6,2.6,2.7,3,3,3,3,2016
2023,RAJASTHAN,24,26,7.1,7.2,1190,1400,1.2,1.2,2.8,3,3,3,4,4,2016
2028,RAJASTHAN,26,30,7.9,8.1,1220,1390,1.1,2,5.6,6.1,3,3,3,3,2016
2029,RAJASTHAN,26,28,7.5,8.3,1240,1340,1.8,1.9,1.3,1.5,3,3,3,3,2016
2031,RAJASTHAN,25,28,7.6,8.4,1360,1440,1.9,2.5,0.9,1.7,3,3,4,4,2016
2032,RAJASTHAN,26,28,8.1,8.4,350,380,1.8,2.4,1.3,1.5,3,3,3,3,2016
2960,RAJASTHAN,26,30,7.4,8.3,3800,3900,2.2,2.3,3.1,3.2,3,3,4,4,2016
2961,RAJASTHAN,26,27,8.2,9,720,3800,1,1.3,2.3,4.2,3,3,3,3,2016
2962,RAJASTHAN,26,26,7.3,7.9,780,2400,1.3,1.8,3.4,4.2,3,3,3,4,2016
2963,RAJASTHAN,27,27,7.6,7.8,1100,1600,1.2,1.6,1.8,2.2,3,3,3,3,2016
